V(VBN),V(XOTA:TAIL),V(XOTA:D),V(VSS),V(VDD),V(OUT),V(IN)
8.20972917e-01,1.06255862e+00,2.36428896e+00,0.00000000e+00,3.30000000e+00,2.18194384e+00,2.18000000e+00
8.20972917e-01,1.07060479e+00,2.36421104e+00,0.00000000e+00,3.30000000e+00,2.19184045e+00,2.19000000e+00
8.20972917e-01,1.07865457e+00,2.36413310e+00,0.00000000e+00,3.30000000e+00,2.20173675e+00,2.20000000e+00
8.20972917e-01,1.08670795e+00,2.36405513e+00,0.00000000e+00,3.30000000e+00,2.21163275e+00,2.21000000e+00
8.20972917e-01,1.09476491e+00,2.36397713e+00,0.00000000e+00,3.30000000e+00,2.22152843e+00,2.22000000e+00
8.20972917e-01,1.10282541e+00,2.36389910e+00,0.00000000e+00,3.30000000e+00,2.23142379e+00,2.23000000e+00
8.20972917e-01,1.11088945e+00,2.36382103e+00,0.00000000e+00,3.30000000e+00,2.24131882e+00,2.24000000e+00
8.20972917e-01,1.11895700e+00,2.36374291e+00,0.00000000e+00,3.30000000e+00,2.25121352e+00,2.25000000e+00
8.20972917e-01,1.12702804e+00,2.36366475e+00,0.00000000e+00,3.30000000e+00,2.26110788e+00,2.26000000e+00
8.20972917e-01,1.13510255e+00,2.36358653e+00,0.00000000e+00,3.30000000e+00,2.27100190e+00,2.27000000e+00
8.20972917e-01,1.14318051e+00,2.36350826e+00,0.00000000e+00,3.30000000e+00,2.28089556e+00,2.28000000e+00
8.20972917e-01,1.15126190e+00,2.36342993e+00,0.00000000e+00,3.30000000e+00,2.29078887e+00,2.29000000e+00
8.20972917e-01,1.15934669e+00,2.36335153e+00,0.00000000e+00,3.30000000e+00,2.30068181e+00,2.30000000e+00
8.20972917e-01,1.16743486e+00,2.36327306e+00,0.00000000e+00,3.30000000e+00,2.31057438e+00,2.31000000e+00
8.20972917e-01,1.17552641e+00,2.36319452e+00,0.00000000e+00,3.30000000e+00,2.32046656e+00,2.32000000e+00
8.20972917e-01,1.18362129e+00,2.36311590e+00,0.00000000e+00,3.30000000e+00,2.33035836e+00,2.33000000e+00
8.20972917e-01,1.19171950e+00,2.36303720e+00,0.00000000e+00,3.30000000e+00,2.34024976e+00,2.34000000e+00
8.20972917e-01,1.19982102e+00,2.36295840e+00,0.00000000e+00,3.30000000e+00,2.35014075e+00,2.35000000e+00
8.20972917e-01,1.20792581e+00,2.36287952e+00,0.00000000e+00,3.30000000e+00,2.36003134e+00,2.36000000e+00
8.20972917e-01,1.21603387e+00,2.36280054e+00,0.00000000e+00,3.30000000e+00,2.36992150e+00,2.37000000e+00
8.20972917e-01,1.22414517e+00,2.36272146e+00,0.00000000e+00,3.30000000e+00,2.37981123e+00,2.38000000e+00
8.20972917e-01,1.23225969e+00,2.36264227e+00,0.00000000e+00,3.30000000e+00,2.38970052e+00,2.39000000e+00
8.20972917e-01,1.24037741e+00,2.36256297e+00,0.00000000e+00,3.30000000e+00,2.39958936e+00,2.40000000e+00
8.20972917e-01,1.24849831e+00,2.36248355e+00,0.00000000e+00,3.30000000e+00,2.40947775e+00,2.41000000e+00
8.20972917e-01,1.25662237e+00,2.36240401e+00,0.00000000e+00,3.30000000e+00,2.41936566e+00,2.42000000e+00
8.20972917e-01,1.26474957e+00,2.36232434e+00,0.00000000e+00,3.30000000e+00,2.42925310e+00,2.43000000e+00
8.20972917e-01,1.27287989e+00,2.36224454e+00,0.00000000e+00,3.30000000e+00,2.43914004e+00,2.44000000e+00
8.20972917e-01,1.28101330e+00,2.36216460e+00,0.00000000e+00,3.30000000e+00,2.44902648e+00,2.45000000e+00
8.20972917e-01,1.28914978e+00,2.36208452e+00,0.00000000e+00,3.30000000e+00,2.45891241e+00,2.46000000e+00
8.20972917e-01,1.29728933e+00,2.36200428e+00,0.00000000e+00,3.30000000e+00,2.46879782e+00,2.47000000e+00
8.20972917e-01,1.30543190e+00,2.36192389e+00,0.00000000e+00,3.30000000e+00,2.47868269e+00,2.48000000e+00
8.20972917e-01,1.31357749e+00,2.36184334e+00,0.00000000e+00,3.30000000e+00,2.48856701e+00,2.49000000e+00
8.20972917e-01,1.32172606e+00,2.36176261e+00,0.00000000e+00,3.30000000e+00,2.49845076e+00,2.50000000e+00
